# TOPAS Version: 4.2.p1
# Parameter File: mainOpt4.txt
# Results for scorer: Fluence
# Filtered by: OnlyIncludeParticlesNamed = 1 "proton"
# Scored in component: target
# Fluence ( /mm2 ) : Sum   
1443762.375
