# TOPAS Version: 4.2.p1
# Parameter File: mainTopas.txt
# Results for scorer: Fluence
# Filtered by: OnlyIncludeParticlesNamed = 1 "proton"
# Scored in component: target
# Fluence ( /mm2 ) : Sum   
3120295.25
